Category,Category ID,Category Description,Category Short Description,Subcategory,Subcategory ID,Subcategory Description,Measures,Measure Description,Measure ID,Source,Source Notes,Show items in accordion?,Active admin & survey items,Question/item (22-23),Question/item (21-22),Question/item (20-21),Original Item (19-20 surveys),Original Item (18-19 surveys),Original Item (17-18 surveys),Original Item (16-17 surveys),Survey Item ID,Reverse Scored,HS only admin item?,On Short Form?,Qualtrics ID,Admin Data Benchmark (Absolute) ,Admin Data Unit (Absolute) ,Item Warning High,Item Watch Low,Item Watch High,Item Growth Low,Item Growth High,Item Approval Low,Item Approval High,Item Ideal Low,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",Family-School Relationships,Draws on anonymous teacher reports about their engagement with parents and leadership opportunities for parents at the school.,3C-i,Teachers,,TRUE,TRUE,How often do you connect with parents at your school?,How often do you connect with parents at your school?,How often do you connect with parents at your school?,How often do you connect with parents at your school?,How often do you connect with parents at your school?,How often do you connect with parents at your school?,How often do you connect with parents at your school?,t-peng-q1,,,,#N/A,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",Family-School Relationships,Draws on anonymous teacher reports about their engagement with parents and leadership opportunities for parents at the school.,3C-i,Teachers,,TRUE,TRUE,How involved have parents been in fundraising efforts at your school?,How involved have parents been in fundraising efforts at your school?,How involved have parents been in fundraising efforts at your school?,How involved have parents been in fundraising efforts at your school?,How involved have parents been in fundraising efforts at your school?,How involved have parents been in fundraising efforts at your school?,How involved have parents been in fundraising efforts at your school?,t-peng-q2,,,,#N/A,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",Family-School Relationships,Draws on anonymous teacher reports about their engagement with parents and leadership opportunities for parents at the school.,3C-i,Teachers,,TRUE,TRUE,How involved have parents been with parent groups at your school?,How involved have parents been with parent groups at your school?,How involved have parents been with parent groups at your school?,How involved have parents been with parent groups at your school?,How involved have parents been with parent groups at your school?,How involved have parents been with parent groups at your school?,How involved have parents been with parent groups at your school?,t-peng-q3,,,,#N/A,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",Family-School Relationships,Draws on anonymous teacher reports about their engagement with parents and leadership opportunities for parents at the school.,3C-i,Teachers,,TRUE,TRUE,How often does the average parent help out at your school?,How often does the average parent help out at your school?,How often does the average parent help out at your school?,How often does the average parent help out at your school?,How often does the average parent help out at your school?,How often does the average parent help out at your school?,How often does the average parent help out at your school?,t-peng-q4,,,,#N/A,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Health,5D,"Seeks to determine the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",Physical Health,Draws on anonymous teacher reports about student access to physical education and activity. It also includes a measure of medical staff to student ratio. ,5D-ii,Teachers,,TRUE,TRUE,"In a typical week at your school, what is the average amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the average amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the average amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the average amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the average amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the average amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the average amount of time a student could spend engaged in physical activity?",t-phya-q2,,,,#N/A,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Health,5D,"Seeks to determine the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",Physical Health,Draws on anonymous teacher reports about student access to physical education and activity. It also includes a measure of medical staff to student ratio. ,5D-ii,Teachers,,TRUE,TRUE,"In a typical week at your school, what is the maximum amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the maximum amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the maximum amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the maximum amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the maximum amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the maximum amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the maximum amount of time a student could spend engaged in physical activity?",t-phya-q3,,,,#N/A,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Teachers & The Teaching Environment,1A,"Seeks to determine the degree to which a school's teachers are prepared and supported for their classroom assignments. It includes measures of teacher qualifications, professional community and effective classroom practices.",Professional Qualifications,"Draws on anonymous teacher reports of their own comfort teaching grade-level topics. It also includes administrative measures of teacher quality, such as the percentage of teachers working in their area of licensure and the percentage of teachers who have received National Board certification. ",1A-i,Teachers,,TRUE,TRUE,Given your preparation for teaching how comfortable are you teaching at the grade-level you have been assigned?,Given your preparation for teaching how comfortable are you teaching at the grade-level you have been assigned?,Given your preparation for teaching how comfortable are you teaching at the grade-level you have been assigned?,Given your preparation for teaching how comfortable are you teaching at the grade-level you have been assigned?,Given your preparation for teaching how comfortable are you teaching at the grade-level you have been assigned?,Given your preparation for teaching how comfortable are you teaching at the grade-level you have been assigned?,Given your preparation for teaching how comfortable are you teaching at the grade-level you have been assigned?,t-prep-q1,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.7,4.71,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Teachers & The Teaching Environment,1A,"Seeks to determine the degree to which a school's teachers are prepared and supported for their classroom assignments. It includes measures of teacher qualifications, professional community and effective classroom practices.",Professional Qualifications,"Draws on anonymous teacher reports of their own comfort teaching grade-level topics. It also includes administrative measures of teacher quality, such as the percentage of teachers working in their area of licensure and the percentage of teachers who have received National Board certification. ",1A-i,Teachers,,TRUE,TRUE,How prepared are you for teaching the topics that you are expected to teach in your assignment?,How prepared are you for teaching the topics that you are expected to teach in your assignment?,How prepared are you for teaching the topics that you are expected to teach in your assignment?,How prepared are you for teaching the topics that you are expected to teach in your assignment?,How prepared are you for teaching the topics that you are expected to teach in your assignment?,How prepared are you for teaching the topics that you are expected to teach in your assignment?,How prepared are you for teaching the topics that you are expected to teach in your assignment?,t-prep-q2,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.7,4.71,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Teachers & The Teaching Environment,1A,"Seeks to determine the degree to which a school's teachers are prepared and supported for their classroom assignments. It includes measures of teacher qualifications, professional community and effective classroom practices.",Professional Qualifications,"Draws on anonymous teacher reports of their own comfort teaching grade-level topics. It also includes administrative measures of teacher quality, such as the percentage of teachers working in their area of licensure and the percentage of teachers who have received National Board certification. ",1A-i,Teachers,,TRUE,TRUE,How confident are you in working with the student body at your school?,How confident are you in working with the student body at your school?,How confident are you in working with the student body at your school?,How confident are you in working with the student body at your school?,How confident are you in working with the student body at your school?,How confident are you in working with the student body at your school?,How confident are you in working with the student body at your school?,t-prep-q3,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.7,4.71,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Leadership,1B,Seeks to determine how well school leadership supports teachers and enables them to do their work. It includes measures of effective leadership and support for teaching development & growth.,School Leadership,Draws on anonymous teacher reports about the degree to which teachers believe their school leadership is strong and they trust people in leadership to make good school-wide decisions.,1B-i,Teachers,,FALSE,TRUE,To what extent do you trust your principal at his or her word?,To what extent do you trust your principal at his or her word?,To what extent do you trust your principal at his or her word?,To what extent do you trust your principal at his or her word?,To what extent do you trust your principal at his or her word?,To what extent do you trust your principal at his or her word?,To what extent do you trust your principal at his or her word?,t-prtr-q1,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Leadership,1B,Seeks to determine how well school leadership supports teachers and enables them to do their work. It includes measures of effective leadership and support for teaching development & growth.,School Leadership,Draws on anonymous teacher reports about the degree to which teachers believe their school leadership is strong and they trust people in leadership to make good school-wide decisions.,1B-i,Teachers,,FALSE,TRUE,"At your school, how comfortable are you raising concerns with the principal?","At your school, how comfortable are you raising concerns with the principal?","At your school, how comfortable are you raising concerns with the principal?","At your school, how comfortable are you raising concerns with the principal?","At your school, how comfortable are you raising concerns with the principal?","At your school, how comfortable are you raising concerns with the principal?","At your school, how comfortable are you raising concerns with the principal?",t-prtr-q2,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Leadership,1B,Seeks to determine how well school leadership supports teachers and enables them to do their work. It includes measures of effective leadership and support for teaching development & growth.,School Leadership,Draws on anonymous teacher reports about the degree to which teachers believe their school leadership is strong and they trust people in leadership to make good school-wide decisions.,1B-i,Teachers,,FALSE,TRUE,How much do you trust your principal to stand up for you in disagreements with parents?,How much do you trust your principal to stand up for you in disagreements with parents?,How much do you trust your principal to stand up for you in disagreements with parents?,How much do you trust your principal to stand up for you in disagreements with parents?,How much do you trust your principal to stand up for you in disagreements with parents?,How much do you trust your principal to stand up for you in disagreements with parents?,How much do you trust your principal to stand up for you in disagreements with parents?,t-prtr-q3,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51,
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",Critical Thinking,4C,Seeks to determine whether students are learning to think critically and applying that learning to their lives outside of school. It includes measures of problem solving emphasis. ,Problem Solving Emphasis,Draws on anonymous teacher reports about how often their students have the opportunity to generate their own interpretations of material and apply knowledge to new situations.,4C-i,Teachers,,TRUE,TRUE,How often do students at your school come up with their own interpretations of material?,How often do students at your school come up with their own interpretations of material?,How often do students at your school come up with their own interpretations of material?,How often do students at your school come up with their own interpretations of material?,How often do students at your school come up with their own interpretations of material?,How often do students at your school come up with their own interpretations of material?,How often do students at your school come up with their own interpretations of material?,t-psol-q1,,,,#N/A,,,2.38,2.39,2.89,2.9,3.39,3.4,4.4,4.41,
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",Critical Thinking,4C,Seeks to determine whether students are learning to think critically and applying that learning to their lives outside of school. It includes measures of problem solving emphasis. ,Problem Solving Emphasis,Draws on anonymous teacher reports about how often their students have the opportunity to generate their own interpretations of material and apply knowledge to new situations.,4C-i,Teachers,,TRUE,TRUE,How often do students apply ideas they have learned to new situations?,How often do students apply ideas they have learned to new situations?,How often do students apply ideas they have learned to new situations?,How often do students apply ideas they have learned to new situations?,How often do students apply ideas they have learned to new situations?,How often do students apply ideas they have learned to new situations?,How often do students apply ideas they have learned to new situations?,t-psol-q2,,,,#N/A,,,2.38,2.39,2.89,2.9,3.39,3.4,4.4,4.41,
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",Critical Thinking,4C,Seeks to determine whether students are learning to think critically and applying that learning to their lives outside of school. It includes measures of problem solving emphasis. ,Problem Solving Emphasis,Draws on anonymous teacher reports about how often their students have the opportunity to generate their own interpretations of material and apply knowledge to new situations.,4C-i,Teachers,,TRUE,TRUE,How often do students collaborate in class to solve complex problems either online or in person?,How often do students collaborate in class to solve complex problems either online or in person?,How often do students collaborate in class to solve complex problems either online or in person?,How often do students collaborate in class to solve complex problems either online or in person?,How often do students collaborate in class to solve complex problems?,How often do students collaborate in class to solve complex problems?,How often do students collaborate in class to solve complex problems?,t-psol-q3,,,,#N/A,,,2.38,2.39,2.89,2.9,3.39,3.4,4.4,4.41,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Relationships,2B,Seeks to determine the degree to which school climate includes supportive student relationships. It includes measures of student sense of belonging and student-teacher relationships. ,Student Sense of Belonging,"Draws on anonymous student reports about the degree to which they feel understood, supported, and accepted by students and adults at the school.",2B-i,Teachers,,TRUE,TRUE,How much do students at this school care about each other?,How much do students at this school care about each other?,How much do students at this school care about each other?,How much do students at this school care about each other?,How much do students at this school care about each other?,How much do students at this school care about each other?,How much do students at this school care about each other?,t-psup-q1,,,,#N/A,,,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Relationships,2B,Seeks to determine the degree to which school climate includes supportive student relationships. It includes measures of student sense of belonging and student-teacher relationships. ,Student Sense of Belonging,"Draws on anonymous student reports about the degree to which they feel understood, supported, and accepted by students and adults at the school.",2B-i,Teachers,,TRUE,TRUE,How often do students at this school help each other learn?,How often do students at this school help each other learn?,How often do students at this school help each other learn?,How often do students at this school help each other learn?,How often do students at this school help each other learn?,How often do students at this school help each other learn?,How often do students at this school help each other learn?,t-psup-q2,,,,#N/A,,,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Relationships,2B,Seeks to determine the degree to which school climate includes supportive student relationships. It includes measures of student sense of belonging and student-teacher relationships. ,Student Sense of Belonging,"Draws on anonymous student reports about the degree to which they feel understood, supported, and accepted by students and adults at the school.",2B-i,Teachers,,TRUE,TRUE,How well do students at this school get along with each other?,How well do students at this school get along with each other?,How well do students at this school get along with each other?,How well do students at this school get along with each other?,How well do students at this school get along with each other?,How well do students at this school get along with each other?,How well do students at this school get along with each other?,t-psup-q3,,,,#N/A,,,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Relationships,2B,Seeks to determine the degree to which school climate includes supportive student relationships. It includes measures of student sense of belonging and student-teacher relationships. ,Student Sense of Belonging,"Draws on anonymous student reports about the degree to which they feel understood, supported, and accepted by students and adults at the school.",2B-i,Teachers,,TRUE,TRUE,"At this school, how respectful are students to each other?","At this school, how respectful are students to each other?","At this school, how respectful are students to each other?","At this school, how respectful are students to each other?","At this school, how respectful are students to each other?","At this school, how respectful are students to each other?","At this school, how respectful are students to each other?",t-psup-q4,,,,#N/A,,,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Safety,2A,Seeks to determine the degree to which school climate is a safe place for students to learn. It includes measures of student physical safety and student emotional safety. ,Student Emotional Safety,Draws on anonymous student and teacher reports about the nature of student relationships with each other.,2A-ii,Teachers,,TRUE,TRUE,How often are students bullied at school or online?,How often are students bullied at school or online?,How often are students bullied at school or online?,How often are students bullied at school or online?,How often are students bullied at school?,How often are students bullied at school?,How often are students bullied at school?,t-pvic-q1,X,,,#N/A,,,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Safety,2A,Seeks to determine the degree to which school climate is a safe place for students to learn. It includes measures of student physical safety and student emotional safety. ,Student Emotional Safety,Draws on anonymous student and teacher reports about the nature of student relationships with each other.,2A-ii,Teachers,,TRUE,TRUE,How often are students bullied because of who they are?,How often are students bullied because of who they are?,How often are students bullied because of who they are?,How often are students bullied because of who they are?,How often are students bullied because of who they are?,How often are students bullied because of who they are?,How often are students bullied because of who they are?,t-pvic-q2,X,,,#N/A,,,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Safety,2A,Seeks to determine the degree to which school climate is a safe place for students to learn. It includes measures of student physical safety and student emotional safety. ,Student Emotional Safety,Draws on anonymous student and teacher reports about the nature of student relationships with each other.,2A-ii,Teachers,,TRUE,TRUE,"Overall, how unkind are students to each other?","Overall, how unkind are students to each other?","Overall, how unkind are students to each other?","Overall, how unkind are students to each other?","Overall, how unkind are students to each other?","Overall, how unkind are students to each other?","Overall, how unkind are students to each other?",t-pvic-q3,,,,#N/A,,,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Leadership,1B,Seeks to determine how well school leadership supports teachers and enables them to do their work. It includes measures of effective leadership and support for teaching development & growth.,Support For Teaching Development & Growth,Draws on anonymous teacher reports on the quality of professional development.,1B-ii,Teachers,,TRUE,TRUE,To what extent has your professional development been connected to the topics you teach?,To what extent has your professional development been connected to the topics you teach?,To what extent has your professional development been connected to the topics you teach?,To what extent has your professional development been connected to the topics you teach?,To what extent has your professional development been connected to the topics you teach?,To what extent has your professional development been connected to the topics you teach?,To what extent has your professional development been connected to the topics you teach?,t-qupd-q1,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Leadership,1B,Seeks to determine how well school leadership supports teachers and enables them to do their work. It includes measures of effective leadership and support for teaching development & growth.,Support For Teaching Development & Growth,Draws on anonymous teacher reports on the quality of professional development.,1B-ii,Teachers,,TRUE,TRUE,How much would you say that your professional development has been sustained/consistent (rather than discontinuous)?,How much would you say that your professional development has been sustained/consistent (rather than discontinuous)?,How much would you say that your professional development has been sustained/consistent (rather than discontinuous)?,How much would you say that your professional development has been sustained/consistent (rather than discontinuous)?,How much would you say that your professional development has been sustained/consistent (rather than discontinuous)?,How much would you say that your professional development has been sustained/consistent (rather than discontinuous)?,How much would you say that your professional development has been sustained/consistent (rather than discontinuous)?,t-qupd-q2,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Leadership,1B,Seeks to determine how well school leadership supports teachers and enables them to do their work. It includes measures of effective leadership and support for teaching development & growth.,Support For Teaching Development & Growth,Draws on anonymous teacher reports on the quality of professional development.,1B-ii,Teachers,,TRUE,TRUE,To what extent has your professional development included enough time to explore new ideas?,To what extent has your professional development included enough time to explore new ideas?,To what extent has your professional development included enough time to explore new ideas?,To what extent has your professional development included enough time to explore new ideas?,To what extent has your professional development included enough time to explore new ideas?,To what extent has your professional development included enough time to explore new ideas?,To what extent has your professional development included enough time to explore new ideas?,t-qupd-q3,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Leadership,1B,Seeks to determine how well school leadership supports teachers and enables them to do their work. It includes measures of effective leadership and support for teaching development & growth.,Support For Teaching Development & Growth,Draws on anonymous teacher reports on the quality of professional development.,1B-ii,Teachers,,TRUE,TRUE,"Overall, how strong has support for your professional growth been?","Overall, how strong has support for your professional growth been?","Overall, how strong has support for your professional growth been?","Overall, how strong has support for your professional growth been?","Overall, how strong has support for your professional growth been?","Overall, how strong has support for your professional growth been?","Overall, how strong has support for your professional growth been?",t-qupd-q4,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Facilities & Personnel,3A,Seeks to determine the sufficiency of a school's staffing and facilities. It includes measures of physical space & materials and content specialists & support staff.,Physical Space & Materials,Draws on anonymous teacher reports about their access to high-quality materials and facilities. It also includes administrative data on class size.,3A-i,Teachers,,TRUE,TRUE,How adequate is your access to the materials you need to effectively teach?,How adequate is your access to the materials you need to effectively teach?,How adequate is your access to the materials you need to effectively teach?,How adequate is your access to the materials you need to effectively teach?,How adequate is your access to the materials you need to effectively teach?,How adequate is your access to the materials you need to effectively teach?,How adequate is your access to the materials you need to effectively teach?,t-reso-q1,,,,#N/A,,,2.33,2.34,2.84,2.85,3.34,3.35,4.25,4.26,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Facilities & Personnel,3A,Seeks to determine the sufficiency of a school's staffing and facilities. It includes measures of physical space & materials and content specialists & support staff.,Physical Space & Materials,Draws on anonymous teacher reports about their access to high-quality materials and facilities. It also includes administrative data on class size.,3A-i,Teachers,,TRUE,TRUE,How adequate is your access to the technology you need to effectively teach?,How adequate is your access to the technology you need to effectively teach?,How adequate is your access to the technology you need to effectively teach?,How adequate is your access to the technology you need to effectively teach?,How adequate is your access to the technology you need to effectively teach?,How adequate is your access to the technology you need to effectively teach?,How adequate is your access to the technology you need to effectively teach?,t-reso-q2,,,,#N/A,,,2.33,2.34,2.84,2.85,3.34,3.35,4.25,4.26,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Facilities & Personnel,3A,Seeks to determine the sufficiency of a school's staffing and facilities. It includes measures of physical space & materials and content specialists & support staff.,Physical Space & Materials,Draws on anonymous teacher reports about their access to high-quality materials and facilities. It also includes administrative data on class size.,3A-i,Teachers,,TRUE,TRUE,How adequate is the support you receive for using technology?,How adequate is the support you receive for using technology?,How adequate is the support you receive for using technology?,How adequate is the support you receive for using technology?,How adequate is the support you receive for using technology?,How adequate is the support you receive for using technology?,How adequate is the support you receive for using technology?,t-reso-q3,,,,#N/A,,,2.33,2.34,2.84,2.85,3.34,3.35,4.25,4.26,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Facilities & Personnel,3A,Seeks to determine the sufficiency of a school's staffing and facilities. It includes measures of physical space & materials and content specialists & support staff.,Physical Space & Materials,Draws on anonymous teacher reports about their access to high-quality materials and facilities. It also includes administrative data on class size.,3A-i,Teachers,,TRUE,TRUE,How sufficient is the physical space for in-school activities during the pandemic?,How sufficient is the physical space for in-school activities during the pandemic?,How sufficient is the physical space for in-school activities during the pandemic?,How sufficient is the physical space for in-school activities during the pandemic?,How sufficient is the physical space for school activities?,How sufficient is the physical space for school activities?,How sufficient is the physical space for school activities?,t-reso-q4,,,,#N/A,,,2.33,2.34,2.84,2.85,3.34,3.35,4.25,4.26,
