Category,Category ID,Category Description,Category Short Description,Subcategory,Subcategory ID,Subcategory Description,Subcategory Warning High,Subcategory Watch Low,Subcategory Watch High,Subcategory Growth Low,Subcategory Growth High,Subcategory Approval Low,Subcategory Approval High,Subcategory Ideal Low,Measures,Measure Description,Measure ID,Measure Warning High,Measure Watch Low,Measure Watch High,Measure Growth Low,Measure Growth High,Measure Approval Low,Measure Approval High,Measure Ideal Low,Source,Source Notes,Question/item (21-22),Question/item (20-21),Original Item (19-20 surveys),Original Item (20-21 surveys),Survey Item ID,HS only admin item?,Admin Data Benchmark (Absolute) ,Admin Data Unit (Absolute) ,Item Warning High,Item Watch Low,Item Watch High,Item Growth Low,Item Growth High,Item Approval Low,Item Approval High,Item Ideal Low
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",Critical Thinking,4C,Seeks to determine whether students are learning to think critically and applying that learning to their lives outside of school. It includes measures of problem solving emphasis. ,2.68,2.69,3.19,3.2,3.69,3.7,4.4,4.41,Problem Solving Emphasis,Draws on anonymous teacher reports about how often their students have the opportunity to generative their own interpretations of material and apply knowledge to new situations.,4C-i,2.38,2.39,2.89,2.9,3.39,3.4,4.4,4.41,Teachers,,How often do students apply ideas they have learned to new situations?,How often do students apply ideas they have learned to new situations?,,,t-psol-q2,,,,2.38,2.39,2.89,2.9,3.39,3.4,4.4,4.41
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",Critical Thinking,4C,Seeks to determine whether students are learning to think critically and applying that learning to their lives outside of school. It includes measures of problem solving emphasis. ,2.68,2.69,3.19,3.2,3.69,3.7,4.4,4.41,Problem Solving Emphasis,Draws on anonymous teacher reports about how often their students have the opportunity to generative their own interpretations of material and apply knowledge to new situations.,4C-i,2.38,2.39,2.89,2.9,3.39,3.4,4.4,4.41,Teachers,,How often do students collaborate in class to solve complex problems either online or in person?,How often do students collaborate in class to solve complex problems either online or in person?,,How often do students collaborate in class to solve complex problems?,t-psol-q3,,,,2.38,2.39,2.89,2.9,3.39,3.4,4.4,4.41
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",Critical Thinking,4C,Seeks to determine whether students are learning to think critically and applying that learning to their lives outside of school. It includes measures of problem solving emphasis. ,2.68,2.69,3.19,3.2,3.69,3.7,4.4,4.41,Problem Solving Skills,Draws on anonymous teacher reports about how often their students have the opportunity to generative their own interpretations of material and apply knowledge to new situations.,4C-ii,2.98,2.99,3.49,3.5,3.99,4,4.4,4.41,No source,,,,,,n/a,,n/a,n/a,2.98,2.99,3.49,3.5,3.99,4,4.4,4.41
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",College & Career Readiness,4D,Seeks to determine the degree to which students are prepared for college and beyond (applicable to high schools only). It includes the measure of college-going & persistence and career preparation & placement,2.98,2.99,3.49,3.5,3.99,4,4.4,4.41,College-Going & Persistence,Tracks the percentage of students enrolling in college immediately after high school graduation.,4D-i,2.98,2.99,3.49,3.5,3.99,4,4.4,4.41,Admin Data,"NCES, 2016",College enrollment rate (HS only),College enrollment rate (HS only),,,a-cgpr-i1,X,65.6,percentage,2.98,2.99,3.49,3.5,3.99,4,4.4,4.41
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",College & Career Readiness,4D,Seeks to determine the degree to which students are prepared for college and beyond (applicable to high schools only). It includes the measure of college-going & persistence and career preparation & placement,2.98,2.99,3.49,3.5,3.99,4,4.4,4.41,Career Preparation & Placement,Tracks student access to career technical education courses and rates of positive career placement after graduation.,4D-ii,2.98,2.99,3.49,3.5,3.99,4,4.4,4.41,Admin Data,Constructed by MCIEA staff,Percent positive work placement (HS only),Percent positive work placement (HS only),,,a-cppm-i1,X,85,percentage,2.98,2.99,3.49,3.5,3.99,4,4.4,4.41
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",College & Career Readiness,4D,Seeks to determine the degree to which students are prepared for college and beyond (applicable to high schools only). It includes the measure of college-going & persistence and career preparation & placement,2.98,2.99,3.49,3.5,3.99,4,4.4,4.41,Career Preparation & Placement,Tracks student access to career technical education courses and rates of positive career placement after graduation.,4D-ii,2.98,2.99,3.49,3.5,3.99,4,4.4,4.41,Admin Data,,Student to career-technical education courses (HS only),Student to career-technical education courses (HS only),,,a-cppm-i2,X,,ratio,2.98,2.99,3.49,3.5,3.99,4,4.4,4.41
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Civic Engagement,5A,Seeks to determine the degree to which students are prepared to thoughtfully interact with others in a diverse society and work towards social equity. It includes the measures of appreciation for diversity and civic participation. ,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Appreciation For Diversity,Draws on anonymous student reports about their level of comfort in considering different perspectives and conflicting opinions.,5A-i,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Students,,How often do you try to think of more than one explanation for why someone else acted as they did?,How often do you try to think of more than one explanation for why someone else acted as they did?,,,s-sper-q1,,,,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Civic Engagement,5A,Seeks to determine the degree to which students are prepared to thoughtfully interact with others in a diverse society and work towards social equity. It includes the measures of appreciation for diversity and civic participation. ,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Appreciation For Diversity,Draws on anonymous student reports about their level of comfort in considering different perspectives and conflicting opinions.,5A-i,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Students,,"Overall, how often do you try to understand the point of view of other people?","Overall, how often do you try to understand the point of view of other people?",,,s-sper-q2,,,,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Civic Engagement,5A,Seeks to determine the degree to which students are prepared to thoughtfully interact with others in a diverse society and work towards social equity. It includes the measures of appreciation for diversity and civic participation. ,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Appreciation For Diversity,Draws on anonymous student reports about their level of comfort in considering different perspectives and conflicting opinions.,5A-i,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Students,,How often do you try to figure out what motivates others to behave as they do?,How often do you try to figure out what motivates others to behave as they do?,,,s-sper-q3,,,,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Civic Engagement,5A,Seeks to determine the degree to which students are prepared to thoughtfully interact with others in a diverse society and work towards social equity. It includes the measures of appreciation for diversity and civic participation. ,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Appreciation For Diversity,Draws on anonymous student reports about their level of comfort in considering different perspectives and conflicting opinions.,5A-i,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Students,,"In general, how often do you try to understand how other people see things?","In general, how often do you try to understand how other people see things?",,,s-sper-q4,,,,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Civic Engagement,5A,Seeks to determine the degree to which students are prepared to thoughtfully interact with others in a diverse society and work towards social equity. It includes the measures of appreciation for diversity and civic participation. ,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Civic Participation,Draws on anonymous student reports about their commitment to social awareness and community improvement.,5A-ii,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Students,,"How much do you believe that being concerned with national, state, and local issues is everyone's responsibility?","How much do you believe that being concerned with national, state, and local issues is everyone's responsibility?",,,s-civp-q1,,,,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Civic Engagement,5A,Seeks to determine the degree to which students are prepared to thoughtfully interact with others in a diverse society and work towards social equity. It includes the measures of appreciation for diversity and civic participation. ,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Civic Participation,Draws on anonymous student reports about their commitment to social awareness and community improvement.,5A-ii,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Students,,How important is it to you to get involved in improving your community?,How important is it to you to get involved in improving your community?,,,s-civp-q2,,,,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Civic Engagement,5A,Seeks to determine the degree to which students are prepared to thoughtfully interact with others in a diverse society and work towards social equity. It includes the measures of appreciation for diversity and civic participation. ,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Civic Participation,Draws on anonymous student reports about their commitment to social awareness and community improvement.,5A-ii,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Students,,How important is it to you to actively challenge inequalities in society?,How important is it to you to actively challenge inequalities in society?,,,s-civp-q3,,,,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Civic Engagement,5A,Seeks to determine the degree to which students are prepared to thoughtfully interact with others in a diverse society and work towards social equity. It includes the measures of appreciation for diversity and civic participation. ,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Civic Participation,Draws on anonymous student reports about their commitment to social awareness and community improvement.,5A-ii,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41,Students,,How important is it to you to take action when something in society needs changing?,How important is it to you to take action when something in society needs changing?,,,s-civp-q4,,,,2.48,2.49,2.99,3,3.49,3.5,4.4,4.41
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Work Ethic,5B,"Seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks. It includes measures of perseverance & determination and growth mindset.",2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Perseverance & Determination,"Draws on anonymous student reports about their ability to pursue goals, work hard in spite of challenges, and finish what they start.",5B-i,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,"If you face a problem while working towards an important goal, how well can you keep working?","If you face a problem while working towards an important goal, how well can you keep working?",,,s-grit-q1,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Work Ethic,5B,"Seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks. It includes measures of perseverance & determination and growth mindset.",2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Perseverance & Determination,"Draws on anonymous student reports about their ability to pursue goals, work hard in spite of challenges, and finish what they start.",5B-i,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,How important is it to you to finish things you start?,How important is it to you to finish things you start?,,,s-grit-q2,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Work Ethic,5B,"Seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks. It includes measures of perseverance & determination and growth mindset.",2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Perseverance & Determination,"Draws on anonymous student reports about their ability to pursue goals, work hard in spite of challenges, and finish what they start.",5B-i,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,"How confident are you that you can remain focused on what you are doing, even when there are distractions?","How confident are you that you can remain focused on what you are doing, even when there are distractions?",,,s-grit-q3,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Work Ethic,5B,"Seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks. It includes measures of perseverance & determination and growth mindset.",2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Perseverance & Determination,"Draws on anonymous student reports about their ability to pursue goals, work hard in spite of challenges, and finish what they start.",5B-i,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,"If you fail to reach an important goal, how likely are you to try again?","If you fail to reach an important goal, how likely are you to try again?",,,s-grit-q4,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Work Ethic,5B,"Seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks. It includes measures of perseverance & determination and growth mindset.",2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Growth Mindset,Draws on anonymous student reports about the degree to which they see themselves as capable of expanding their skills and/or intelligence through hard work.,5B-ii,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,How much do you think you can change your own intelligence?,How much do you think you can change your own intelligence?,,,s-grmi-q1,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Work Ethic,5B,"Seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks. It includes measures of perseverance & determination and growth mindset.",2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Growth Mindset,Draws on anonymous student reports about the degree to which they see themselves as capable of expanding their skills and/or intelligence through hard work.,5B-ii,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,How much do you think that being bad at math is something someone can change?,How much do you think that being bad at math is something someone can change?,,,s-grmi-q2,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Work Ethic,5B,"Seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks. It includes measures of perseverance & determination and growth mindset.",2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Growth Mindset,Draws on anonymous student reports about the degree to which they see themselves as capable of expanding their skills and/or intelligence through hard work.,5B-ii,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,How much do you think that struggling as a writer is something someone can change?,How much do you think that struggling as a writer is something someone can change?,,,s-grmi-q3,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Work Ethic,5B,"Seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks. It includes measures of perseverance & determination and growth mindset.",2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Growth Mindset,Draws on anonymous student reports about the degree to which they see themselves as capable of expanding their skills and/or intelligence through hard work.,5B-ii,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,How much do you think that intelligence is something that can be changed?,How much do you think that intelligence is something that can be changed?,How much do you think that struggling to understand something means you're bad at it?,,s-grmi-q4,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Creative & Performing Arts,5C,Seeks to determine the degree to which students are being nurtured as artistic and creative people. It includes measures of participation in creative & performing arts and valuing creative & performing arts,2.355,2.365,2.865,2.875,3.365,3.375,4.3,4.31,Participation In Creative & Performing Arts,Draws on anonymous teacher and student reports about the frequency of student exposure to creative and performing arts. It also includes a measure of student art instruction per week. ,5C-i,2.48,2.49,2.99,3,3.49,3.5,4.3,4.31,Students,,"In a typical week, how much time do you spend in creative arts instruction or activities?","In a typical week, how much time do you spend in creative arts instruction or activities?",,,s-expa-q1,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Creative & Performing Arts,5C,Seeks to determine the degree to which students are being nurtured as artistic and creative people. It includes measures of participation in creative & performing arts and valuing creative & performing arts,2.355,2.365,2.865,2.875,3.365,3.375,4.3,4.31,Participation In Creative & Performing Arts,Draws on anonymous teacher and student reports about the frequency of student exposure to creative and performing arts. It also includes a measure of student art instruction per week. ,5C-i,2.48,2.49,2.99,3,3.49,3.5,4.3,4.31,Teachers,,"In a typical week at your school, what is the average amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the average amount of time a student could spend in creative arts instruction or activities?",,"In a typical week at your school, what is the average amount of time students spend in creative arts instruction or activities?",t-expa-q2,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Creative & Performing Arts,5C,Seeks to determine the degree to which students are being nurtured as artistic and creative people. It includes measures of participation in creative & performing arts and valuing creative & performing arts,2.355,2.365,2.865,2.875,3.365,3.375,4.3,4.31,Participation In Creative & Performing Arts,Draws on anonymous teacher and student reports about the frequency of student exposure to creative and performing arts. It also includes a measure of student art instruction per week. ,5C-i,2.48,2.49,2.99,3,3.49,3.5,4.3,4.31,Teachers,,"In a typical week at your school, what is the maximum amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the maximum amount of time a student could spend in creative arts instruction or activities?",,,t-expa-q3,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Creative & Performing Arts,5C,Seeks to determine the degree to which students are being nurtured as artistic and creative people. It includes measures of participation in creative & performing arts and valuing creative & performing arts,2.355,2.365,2.865,2.875,3.365,3.375,4.3,4.31,Participation In Creative & Performing Arts,Draws on anonymous teacher and student reports about the frequency of student exposure to creative and performing arts. It also includes a measure of student art instruction per week. ,5C-i,2.48,2.49,2.99,3,3.49,3.5,4.3,4.31,Admin Data,,Hours of arts instruction per student per week,Hours of arts instruction per student per week,,,a-picp-i1,,,number,2.98,2.99,3.49,3.5,3.99,4,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Creative & Performing Arts,5C,Seeks to determine the degree to which students are being nurtured as artistic and creative people. It includes measures of participation in creative & performing arts and valuing creative & performing arts,2.355,2.365,2.865,2.875,3.365,3.375,4.3,4.31,Valuing Creative & Performing Arts,Draws on anonymous student reports about their interest in creative or performing arts.,5C-ii,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,"How interested are you in visual art—street murals, museum paintings, sculptures, etc.?","How interested are you in visual art—street murals, museum paintings, sculptures, etc.?","If your friends or family wanted to go to an art museum, how interested would you be in going?",,s-appa-q1,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Creative & Performing Arts,5C,Seeks to determine the degree to which students are being nurtured as artistic and creative people. It includes measures of participation in creative & performing arts and valuing creative & performing arts,2.355,2.365,2.865,2.875,3.365,3.375,4.3,4.31,Valuing Creative & Performing Arts,Draws on anonymous student reports about their interest in creative or performing arts.,5C-ii,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,"If your friends or family wanted to go to hear people play music, how interested would you be in going?","If your friends or family wanted to go to hear people play music, how interested would you be in going?",,,s-appa-q2,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Creative & Performing Arts,5C,Seeks to determine the degree to which students are being nurtured as artistic and creative people. It includes measures of participation in creative & performing arts and valuing creative & performing arts,2.355,2.365,2.865,2.875,3.365,3.375,4.3,4.31,Valuing Creative & Performing Arts,Draws on anonymous student reports about their interest in creative or performing arts.,5C-ii,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,"How interested are you in performance art—dance performances, plays in the park, going to the theater, etc.?","How interested are you in performance art—dance performances, plays in the park, going to the theater, etc.?","If your friends or family wanted to go to a play, how interested would you be in going?",,s-appa-q3,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Health,5D,"Seeks to determine the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",2.4175,2.4275,2.9275,2.9375,3.4275,3.4375,4.3,4.31,Social & Emotional Health,Draws on anonymous student reports about the extent to which they feel acdemic stress and whether that stress interferes with their concentration or enjoyment of learning. ,5D-i,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,"On a regular day at school, how often do you feel relaxed?","On a regular day at school, how often do you feel relaxed?",,,s-poaf-q1,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Health,5D,"Seeks to determine the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",2.4175,2.4275,2.9275,2.9375,3.4275,3.4375,4.3,4.31,Social & Emotional Health,Draws on anonymous student reports about the extent to which they feel acdemic stress and whether that stress interferes with their concentration or enjoyment of learning. ,5D-i,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,How often are you enthusiastic at school?,How often are you enthusiastic at school?,,,s-poaf-q2,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Health,5D,"Seeks to determine the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",2.4175,2.4275,2.9275,2.9375,3.4275,3.4375,4.3,4.31,Social & Emotional Health,Draws on anonymous student reports about the extent to which they feel acdemic stress and whether that stress interferes with their concentration or enjoyment of learning. ,5D-i,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,"On a normal day in school, how confident do you feel?","On a normal day in school, how confident do you feel?",,,s-poaf-q3,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Health,5D,"Seeks to determine the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",2.4175,2.4275,2.9275,2.9375,3.4275,3.4375,4.3,4.31,Social & Emotional Health,Draws on anonymous student reports about the extent to which they feel acdemic stress and whether that stress interferes with their concentration or enjoyment of learning. ,5D-i,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,Students,,"On a normal day in school, how much are you able to concentrate?","On a normal day in school, how much are you able to concentrate?",,,s-poaf-q4,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31
