StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,District,DESE ID,"Please select the month, day and year of your birthday. - Month","Please select the month, day and year of your birthday. - Day","Please select the month, day and year of your birthday. - Year",LASID,grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,gender,What is your gender? - Another gender or gender identity not listed above - Text,race,What is your race/ethnicity?(Please select all that apply) - Prefer to self-describe - Text,Q_Language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher
5/3/22 9:45,5/3/22 9:54,0,50.221.21.222,100,495,1,2022-05-03T9:54:7,R_pcSC8J6w6KvjXz3,EN,8,3100305,1,20,110,85048,7,,,,,,,,,,,,,4,4,4,4,2,3,3,,,,,4,3,4,3,,,,,,,,4,4,4,3,3,4,4,5,4,5,3,5,4,5,5,4,3,3,5,3,3,3,4,4,4,4,4,5,2,4,3,4,4,1,,5,,EN,,Science teacher,,
2/3/22 8:41,2/3/22 8:56,0,192.64.64.114,100,931,1,2022-02-03T8:56:33,R_3KCItRgm91Zw06x,EN,5,2740111,12,11,110,111009913,6,,,,,,,,,4,4,4,3,,,,,,,,3,4,4,4,,,,,,,,,5,3,4,4,4,4,4,4,5,4,4,4,4,4,2,2,4,3,4,5,4,4,2,2,2,4,4,4,4,4,5,4,4,4,4,4,1,,4,,EN,Math teacher,,,
3/2/22 8:36,3/2/22 9:05,0,192.64.64.114,100,1769,1,2022-03-02T9:5:34,R_3kdNLrcZRUY3yNT,EN,5,2740087,8,27,111,111008698@k12.somerville.ma.us,6,,,,,,,,,,,,,1,3,5,2,3,3,3,,,,,3,4,4,4,,,,,,,,3,3,4,3,4,3,4,3,3,3,3,4,4,4,4,4,4,4,3,2,2,2,4,4,3,3,3,3,3,2,3,3,3,4,,5,,EN,,Science teacher,,
2/18/22 10:03,2/18/22 10:16,0,192.64.64.114,100,781,1,2022-02-18T10:16:34,R_2BzdeDFbORMRjJj,EN,5,2740083,9,11,108,111008050,8,3,2,3,5,4,4,4,5,,,,,,,,,,,,,,,,,,,,5,,3,5,,,,3,4,3,4,2,4,4,4,4,4,4,5,4,4,5,4,3,4,5,3,3,3,4,4,4,3,3,4,4,3,3,4,4,1,,5,,EN,Math teacher,,,
2/15/22 10:26,2/15/22 10:38,0,172.58.219.240,100,682,1,2022-02-15T10:38:18,R_2Uftb9nzv8qLu6x,PT-BR,5,2740505,5,27,107,111015012,9,2,3,3,4,4,4,3,4,5,5,4,5,4,4,4,3,4,4,4,3,3,4,5,4,4,4,4,4,4,4,4,3,2,3,4,4,5,4,4,5,3,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,2,,4,,PT-BR,,,,Professor de Ingl̻s
3/3/22 13:09,3/3/22 13:22,0,192.64.64.114,100,791,1,2022-03-03T13:22:56,R_3P67ENdnQn1Xo53,EN,5,2740115,5,23,113,111011874,4,5,5,5,4,5,4,5,3,5,4,5,5,4,4,5,4,4,4,4,3,5,4,4,4,5,5,4,5,5,4,5,5,3,5,,,,,,,,,,,,,,,,,,,,,,,5,3,5,3,2,5,4,5,5,5,4,2,,"2,5",,EN,,,,
4/26/22 7:57,4/26/22 8:17,0,209.80.140.38,100,1187,1,2022-04-26T8:17:20,R_1DBIvIbhqgR6IlI,EN,4,2480014,2,27,110,35990,7,3,4,4,3,3,3,2,2,2,4,3,3,2,3,3,3,4,4,3,2,2,3,2,2,3,2,2,3,3,4,2,3,4,3,2,2,2,2,2,2,3,3,2,3,3,4,4,4,4,4,4,4,3,2,3,1,3,3,4,3,4,2,3,3,3,3,3,1,,4,,EN,,,Social Studies teacher,
4/29/22 13:29,4/29/22 13:43,0,209.80.140.36,100,811,1,2022-04-29T13:43:11,R_O9Dy3237vzfA3Ad,EN,4,2480305,11,15,109,46337,7,3,3,3,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,3,3,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,4,4,5,3,5,3,3,5,3,5,4,4,4,5,4,5,5,5,4,4,5,5,3,3,4,3,4,1,,"4,6",,EN,,Science teacher,,
4/26/22 7:54,4/26/22 8:01,0,50.205.154.86,100,438,1,2022-04-26T8:1:29,R_cYGl0Xe7SHzZ02t,EN,4,2480057,5,21,108,38700,8,3,2,3,4,2,4,3,4,4,4,3,4,3,4,3,3,3,3,2,5,4,5,4,5,4,4,5,3,4,3,4,5,4,3,4,4,4,4,5,4,3,3,3,3,2,4,4,4,4,5,3,4,4,4,3,4,4,3,4,4,3,5,3,4,3,3,3,2,,4,,EN,,Science teacher,,
5/5/22 13:08,5/5/22 13:37,0,209.80.140.32,100,1697,1,2022-05-05T13:37:13,R_2ZHSlEXIm4ZHXZ9,PT-BR,4,2480050,3,19,105,45525,11,3,4,3,4,3,3,4,3,4,3,4,5,3,4,1,4,2,4,3,4,4,4,2,3,3,4,4,5,3,5,4,4,4,3,3,4,3,4,3,3,3,3,3,4,3,2,3,4,3,3,3,4,4,2,2,3,3,4,4,4,3,3,2,3,3,4,3,2,,8,,PT-BR,,Science teacher,,
2/9/22 8:36,2/9/22 8:53,0,192.64.64.114,100,1022,1,2022-02-09T8:53:22,R_vCY6w9Wo4i7kTVT,EN,5,2740087,3,10,112,111010040,5,,,,,,,,,,,,,3,4,5,4,4,4,2,,,,,4,4,4,5,,,,,,,,4,5,4,3,3,5,3,3,4,3,3,5,5,4,4,4,4,3,4,4,4,4,5,4,4,5,5,5,3,3,3,4,3,2,,"5,7",,EN,,,,
4/29/22 9:29,4/29/22 9:43,0,209.80.140.36,100,808,1,2022-04-29T9:43:19,R_2eOs20AyDayLZ0f,EN,4,2480305,12,30,108,34147,8,4,4,5,5,4,5,5,5,5,5,5,5,3,3,4,4,4,4,3,2,4,3,5,4,4,4,5,3,4,4,3,3,4,3,5,5,5,4,4,5,4,4,4,5,4,5,5,5,5,5,4,4,5,4,3,3,5,4,4,5,4,5,3,4,3,4,4,1,,4,,EN,,,Social Studies teacher,
5/5/22 13:05,5/5/22 13:11,0,107.77.224.227,100,363,1,2022-05-05T13:11:37,R_1M3YTmupsaoNsK4,EN,4,2480505,1,31,108,42398,9,4,4,5,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,4,1,4,4,4,4,3,4,3,3,3,3,3,5,4,4,5,3,2,2,3,3,3,2,3,3,4,3,2,3,2,3,2,3,3,1,,4,,EN,Math teacher,,,
4/26/22 7:56,4/26/22 8:09,0,50.205.154.86,100,759,1,2022-04-26T8:9:30,R_33jv1qLLFjz1jPC,PT-BR,4,2480057,12,27,108,46078,8,4,3,5,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,3,5,3,4,3,4,5,3,5,3,4,3,4,3,5,3,4,4,3,4,5,4,4,5,4,4,2,5,4,4,5,5,5,4,4,4,2,4,4,4,2,5,3,4,3,3,4,4,4,2,,7,Brazileiro,PT-BR,,Professor de Ci̻ncias,,
4/26/22 9:54,4/26/22 10:33,0,50.205.154.84,100,2342,1,2022-04-26T10:33:15,R_2aKQH0mi7a0KAb2,EN,4,2480035,12,2,111,40433,5,3,4,4,5,3,5,5,3,4,5,4,5,3,4,4,5,5,5,3,2,3,3,3,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,5,4,4,5,5,4,4,4,3,2,3,4,4,4,4,3,4,5,3,3,4,4,2,,5,,EN,,,,
4/26/22 7:58,4/26/22 8:15,0,50.205.154.86,100,1040,1,2022-04-26T8:15:49,R_2CTbCua06oqnZZ9,EN,4,2480057,2,20,100,37876,7,2,2,3,3,3,4,4,3,4,3,4,2,3,3,3,3,3,3,3,4,5,3,5,2,3,3,4,4,2,4,3,4,3,3,3,3,3,3,2,2,5,4,4,4,3,4,4,4,4,3,3,3,2,3,2,3,5,3,3,4,3,4,3,3,3,4,3,2,,5,,EN,,,Social Studies teacher,
4/27/22 11:39,4/27/22 11:56,0,50.205.154.92,100,1004,1,2022-04-27T11:56:44,R_3fdxtxrqxhN9Nyq,EN,4,2480050,5,20,112,40596,5,5,3,4,4,4,5,5,5,5,5,4,4,5,3,4,5,5,4,4,5,5,5,5,3,5,5,5,4,5,5,4,4,4,5,5,5,4,5,3,5,5,4,4,3,5,4,5,4,4,5,4,5,5,4,3,4,5,5,3,5,4,5,3,2,5,4,3,1,,5,,EN,,,,
5/5/22 8:42,5/5/22 9:14,0,50.205.154.88,100,1884,1,2022-05-05T9:14:20,R_T0FXefpJCtsEutz,EN,4,2480013,12,2,112,39976,4,4,5,4,5,4,5,5,5,5,5,4,4,3,4,5,5,5,5,5,4,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,2,3,5,5,5,5,5,5,4,5,5,5,5,2,,4,,EN,,,,
4/26/22 7:42,4/26/22 7:57,0,50.205.154.86,100,873,1,2022-04-26T7:57:26,R_10V0jSGKfVITqtB,EN,4,2480057,2,27,110,37644,7,2,3,3,4,3,3,4,3,4,3,4,4,2,4,3,2,2,2,3,3,4,3,3,3,3,3,3,4,5,5,4,4,4,4,4,4,3,4,3,4,3,3,2,3,3,4,3,4,4,5,3,4,4,4,4,2,3,2,3,4,3,4,3,3,2,3,4,1,,5,,EN,,,Social Studies teacher,
4/26/22 7:55,4/26/22 8:18,0,50.205.154.86,100,1413,1,2022-04-26T8:18:34,R_2TtmLuDPc0sUup4,EN,4,2480057,6,16,110,45213,7,3,3,5,4,2,4,2,5,3,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,2,3,3,4,4,4,4,3,3,4,3,2,2,2,3,3,4,3,4,3,1,2,3,3,4,2,,4,,EN,Math teacher,,,
4/26/22 7:55,4/26/22 8:18,0,209.80.140.38,100,1383,1,2022-04-26T8:18:30,R_2ATp9oVybWnfHGt,EN,4,2480014,6,1,109,36439,8,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,5,2,2,2,2,2,2,2,2,1,2,2,4,3,4,3,4,3,3,4,3,2,2,2,2,2,2,4,2,2,2,2,4,1,2,2,2,2,2,,8,,EN,,Science teacher,,
5/5/22 13:02,5/5/22 13:14,0,209.80.140.32,100,740,1,2022-05-05T13:14:48,R_2YSb40nS18bDEFe,EN,4,2480505,3,11,106,47203,10,3,,3,4,1,1,2,2,3,3,3,3,3,1,1,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,2,1,2,2,3,2,3,2,1,1,2,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,2,,8,,EN,Math teacher,,,
4/26/22 8:15,4/26/22 8:28,0,209.80.140.38,100,791,1,2022-04-26T8:28:51,R_1DMASyGGbpLFaDE,EN,4,2480014,4,21,109,38316,8,4,5,5,4,3,3,4,3,4,4,4,5,3,3,4,3,3,4,4,4,4,3,4,4,3,3,3,4,4,3,4,3,3,4,5,5,5,4,5,5,3,4,3,4,4,4,,5,,4,4,3,4,3,2,3,4,4,2,3,3,4,2,4,3,3,4,1,,4,,EN,Math teacher,,,
5/3/22 9:53,5/3/22 10:00,0,50.221.21.222,100,383,1,2022-05-03T10:0:11,R_0rBqbj8YfFbfmX7,EN,8,3100305,8,10,110,85767,7,3,2,4,4,2,3,2,3,3,4,4,3,3,3,3,3,3,3,4,4,2,3,2,3,3,3,3,3,4,3,3,1,3,1,4,3,4,4,2,4,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,,EN,Math teacher,,,
2/15/22 10:08,2/15/22 10:18,0,192.64.64.114,100,597,1,2022-02-15T10:18:15,R_3j2SCwvPYSbpPps,EN,5,2740505,7,13,105,111004606,12,4,3,4,3,1,4,3,3,4,4,5,4,3,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,3,4,2,,,,,,,,,,,,4,3,4,5,4,4,4,4,5,3,4,,,,,,,,,,,,2,,4,,EN,,Science teacher,,
3/3/22 8:46,3/3/22 8:52,0,192.64.64.114,100,343,1,2022-03-03T8:52:43,R_3RwN1mKtBxO6pog,EN,5,2740087,4,4,111,111009249,6,2,2,4,5,5,4,5,4,5,5,5,5,4,4,3,4,4,4,4,4,4,3,4,4,3,5,5,4,4,4,5,4,3,3,,,,,,,,,,,,4,4,3,3,4,4,4,4,4,5,4,,,,,,,,,,,,2,,5,,EN,,,,English teacher
2/9/22 8:31,2/9/22 8:53,0,192.64.64.114,100,1355,1,2022-02-09T8:53:38,R_WllvTc5RpjLHHwd,EN,5,2740083,4,14,111,111009973,6,4,5,5,4,2,3,4,3,4,4,5,5,4,4,3,4,3,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,4,5,4,3,4,4,3,3,5,3,4,1,,5,,EN,Math teacher,,,
1/28/22 10:34,1/28/22 10:41,0,192.64.64.114,100,455,1,2022-01-28T10:41:53,R_1eEvf2pVQv5ctYH,EN,5,2740015,8,20,112,,5,3,3,2,4,3,4,5,4,4,4,2,4,4,4,3,4,3,4,5,3,4,4,3,3,3,4,3,4,4,4,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,4,4,5,3,3,5,4,4,5,4,4,1,,"4,5",,EN,,,,
4/26/22 8:01,4/27/22 7:53,0,209.80.140.38,100,85968,1,2022-04-27T7:53:59,R_1ClqP36DGwkgJm0,EN,4,2480014,1,25,111,43483,6,3,4,3,5,4,5,5,5,5,4,3,5,5,5,4,4,4,4,4,3,4,2,4,3,4,4,3,4,5,5,4,5,5,3,5,5,5,4,4,5,3,4,4,4,3,4,5,3,3,4,5,4,4,3,3,4,4,4,4,4,3,4,3,3,3,4,4,1,,4,,EN,,,,English teacher
5/5/22 13:04,5/5/22 13:27,0,209.80.140.32,100,1367,1,2022-05-05T13:27:3,R_yJGi9E42EIaGq5j,EN,4,2480505,4,25,107,38920,9,1,3,2,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,3,5,3,5,3,3,3,5,3,4,2,3,3,3,3,3,3,1,3,3,5,3,3,gato,2,,EN,,,Social Studies teacher,
4/26/22 7:56,4/26/22 8:08,0,209.80.140.38,100,703,1,2022-04-26T8:8:25,R_2cwomintnqg9n5z,EN,4,2480014,1,25,108,41962,8,4,4,4,3,2,4,4,3,2,3,3,3,3,4,3,2,3,3,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,4,4,3,5,2,2,3,2,4,5,5,2,2,3,2,3,2,2,3,2,3,3,2,,5,,EN,,,Social Studies teacher,
5/23/22 14:19,5/23/22 14:38,0,50.206.93.226,100,1112,1,2022-05-23T14:38:23,R_xDhU6isCJscDfoJ,EN,8,3100017,3,29,114,86759,3,3,,,3,,,,,3,,,,,,,3,,3,,,,,3,,,,1,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,,,3,,2,,"5,6",,EN,,,,
5/5/22 13:03,5/5/22 13:05,0,38.91.101.71,57,175,0,2022-05-06T13:6:3,R_pK3XuJVNttyYdJ7,EN,4,2480505,5,17,106,32767,11,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,2,3,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,EN,,Science teacher,,
5/23/22 14:20,5/23/22 14:33,0,50.206.93.226,100,802,1,2022-05-23T14:33:24,R_2P8dXfaOh1qjjjc,EN,8,3100017,7,28,114,87494,3,3,,,2,,,,,3,,,,,,,4,,3,,,,,5,,,,4,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,,,3,,,3,,1,,,,EN,,,,
2/10/22 10:17,2/10/22 10:24,0,192.64.64.114,100,367,1,2022-02-10T10:24:1,R_6WmxABN7WoSBb4l,PT-BR,5,2740120,1,4,112,111017843,5,4,,,3,,,,,4,,,,,,,3,,4,,,,,3,,,,4,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,3,,,5,,2,,"4,5",,PT-BR,,,,
4/28/22 12:14,4/28/22 13:05,0,50.205.154.92,100,3050,1,2022-04-28T13:5:44,R_2zTugVVF7qMKRiF,EN,4,2480050,12,25,114,43048,3,3,,,5,,,,,5,,,,,,,4,,5,,,,,5,,,,4,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,,,,4,,,3,,1,,"4,8",,EN,,,,
4/27/22 10:11,4/27/22 10:16,0,209.80.140.36,100,310,1,2022-04-27T10:16:26,R_248d6dMoR88wCob,EN,4,2480003,1,17,114,43954,3,3,,,3,,,,,4,,,,,,,3,,3,,,,,3,,,,3,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,5,,4,,,,3,,,4,,,,,,EN,,,,
2/8/22 12:09,2/8/22 12:28,0,192.64.64.114,100,1155,1,2022-02-08T12:28:50,R_1q1JDePEkGr6mN7,EN,5,2740111,1,8,111,111009226,6,4,3,4,4,4,3,5,3,4,3,4,3,2,3,4,4,5,3,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,3,5,5,5,5,5,5,5,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,2,,7,english spanish portuguese,EN,,Science teacher,,
5/5/22 13:00,5/5/22 13:25,0,209.80.140.32,100,1459,1,2022-05-05T13:25:7,R_3MtUhnEnnsmwFxD,ES,4,2480505,11,17,107,48307,9,2,4,3,3,2,3,2,3,2,3,3,2,2,3,3,4,4,3,3,2,3,2,3,1,3,3,3,4,3,2,4,4,3,2,3,3,4,3,3,3,3,4,4,4,3,3,2,3,3,4,3,3,4,3,3,3,1,3,3,3,2,3,1,4,4,3,4,1,,4,,ES,,,maestro de estudios sociales,
4/26/22 7:53,4/26/22 8:09,0,50.205.154.86,100,953,1,2022-04-26T8:9:47,R_1GHYJ5T2TQC8Hst,EN,4,2480057,7,21,109,40792,8,3,3,4,4,3,4,4,4,5,4,3,5,2,3,3,3,2,3,2,4,4,3,3,4,3,3,4,5,4,3,4,3,4,2,4,4,4,4,4,4,3,3,3,3,2,3,4,3,3,4,2,2,3,3,3,3,4,3,4,4,3,4,3,2,2,3,3,2,,4,,EN,,Science teacher,,
4/26/22 7:56,4/26/22 8:10,0,209.80.140.38,100,852,1,2022-04-26T8:10:52,R_1ody0uMMcV9Wr72,EN,4,2480014,11,25,110,39043,6,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,4,5,3,3,4,3,3,3,3,4,3,5,4,3,4,5,4,4,3,4,4,4,4,3,2,2,3,3,4,3,3,3,4,4,3,3,4,2,2,1,3,4,4,3,4,3,2,2,3,4,1,,5,,EN,,,Social Studies teacher,
5/5/22 13:08,5/5/22 13:21,0,209.80.140.32,100,780,1,2022-05-05T13:21:7,R_3IaX3i4kLspYreV,ES,4,2480505,7,15,104,47129,10,4,4,5,4,3,,4,3,4,3,4,3,2,3,3,3,4,4,,3,3,2,3,3,3,3,3,4,4,2,3,4,3,3,3,4,3,4,2,3,4,4,3,4,3,3,3,3,5,4,4,4,3,3,2,3,1,,3,2,4,4,2,4,3,3,,1,,4,,ES,,maestro de ciencias,,
4/26/22 7:59,4/27/22 7:55,0,209.80.140.38,100,86140,1,2022-04-27T7:55:6,R_DB7lwOZnebUBYrf,EN,4,2480014,5,9,111,,6,,4,3,3,3,3,3,3,5,5,,3,3,3,3,2,3,3,2,4,3,3,2,4,2,2,4,3,4,3,3,2,3,3,2,3,4,3,3,2,3,3,4,4,3,3,4,4,2,3,3,3,2,2,,2,4,5,4,4,3,4,3,3,3,3,3,2,,"3,8",,EN,,Science teacher,,
4/26/22 7:49,4/26/22 8:12,0,50.205.154.86,100,1388,1,2022-04-26T8:12:57,R_2SoAB6ge35wr1ag,EN,4,2480057,8,4,111,38861,6,2,3,3,3,2,3,1,4,4,3,5,3,3,4,4,3,3,3,3,4,4,3,5,3,4,4,3,3,4,3,4,4,5,5,4,4,4,4,3,4,4,3,3,3,2,4,3,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,5,4,3,3,3,1,,8,,EN,Math teacher,,,
4/27/22 11:40,4/28/22 9:58,0,50.205.154.92,100,80276,1,2022-04-28T9:58:42,R_1F50hHw9i0MwJiQ,EN,4,2480050,7,1,112,44435,5,4,3,5,5,5,5,5,5,5,5,4,5,5,2,3,5,5,5,4,4,5,4,5,4,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,4,4,3,3,4,4,4,5,4,5,5,5,3,4,5,1,,4,,EN,,,,
5/5/22 13:05,5/6/22 9:50,0,209.80.140.32,100,74700,1,2022-05-06T9:50:14,R_21cw296MYJoTo7a,EN,4,2480505,8,21,106,31995,11,3,3,3,4,3,4,2,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,2,4,4,4,4,5,5,4,5,4,4,3,4,4,4,3,3,4,3,3,3,3,4,4,3,4,4,5,3,3,4,3,2,1,3,3,3,4,3,4,2,3,4,3,3,2,,4,,EN,,,,English teacher
4/26/22 9:33,4/26/22 9:49,0,209.80.140.36,100,1003,1,2022-04-26T9:49:47,R_2Cs5x9EI09SE29m,EN,4,2480003,12,9,111,38163,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,2,1,4,4,5,4,3,5,4,4,4,4,4,2,,4,,EN,,,,
2/8/22 11:14,2/8/22 11:24,0,192.64.64.114,68,635,0,2022-02-09T11:24:42,R_vd969BUjPgltcvn,EN,5,2740111,11,25,111,111010710@k12.somerville.ma.us,5,3,5,4,,,,,,5,5,4,5,3,3,5,4,4,3,3,4,5,3,4,,,,,4,5,5,4,,,,,,,,,,,,,,,,,,,5,4,4,4,,,,,,,,,,,,,,,,,,,EN,,,,
3/2/22 8:48,3/2/22 9:03,0,192.64.64.114,100,876,1,2022-03-02T9:3:7,R_2zOaYBDGuWOoHR4,EN,5,2740087,12,18,110,111017355,6,3,4,4,4,3,4,3,3,4,4,2,4,2,3,4,3,3,4,3,2,2,2,4,3,3,4,2,3,2,2,3,2,3,4,,,,,,,,,,,,4,4,4,4,4,3,3,3,3,4,4,,,,,,,,,,,,2,,4,,EN,,,Social Studies teacher,
4/25/22 12:34,4/25/22 13:06,0,50.205.154.84,100,1924,1,2022-04-25T13:6:53,R_2QlFKClj71UpeCN,EN,4,2480035,9,15,112,46176,4,4,4,5,4,5,5,5,4,5,5,2,3,4,3,3,5,5,5,5,4,5,3,5,3,4,4,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,3,4,3,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,3,5,5,5,4,1,,5,,EN,,,,
4/27/22 13:32,4/27/22 13:54,0,50.205.154.89,100,1282,1,2022-04-27T13:54:14,R_2DRNmUaKpIhGdFl,EN,4,2480025,9,6,111,,5,4,2,3,4,2,5,3,3,5,4,5,4,3,3,4,5,4,3,3,3,3,3,4,3,4,3,3,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,3,4,3,4,2,3,4,4,3,3,3,3,2,3,3,5,3,3,3,3,4,3,3,3,4,1,,4,,EN,,,,
4/27/22 7:42,4/27/22 7:52,0,50.205.154.86,100,612,1,2022-04-27T7:52:43,R_3JznnqykM2q4vW0,EN,4,2480057,1,15,109,40116,8,2,1,3,3,3,2,1,2,1,2,2,2,2,2,3,2,2,3,2,3,4,3,3,3,3,2,3,2,3,2,3,2,4,2,2,2,2,2,2,2,3,3,3,3,3,4,3,3,3,4,3,3,3,1,3,3,1,2,2,4,2,2,1,2,3,2,2,2,,8,,EN,,,Social Studies teacher,
2/18/22 8:34,2/18/22 8:45,0,192.64.64.114,100,658,1,2022-02-18T8:45:23,R_1MQI2OozaeZMpcx,EN,5,2740083,8,11,109,111009015,7,,,,,,,,,,,,,4,5,5,4,3,4,3,,,,,5,3,5,3,,,,,,,,4,5,5,3,3,4,5,4,3,4,4,5,4,4,4,4,3,4,4,5,4,4,4,4,3,3,3,2,3,4,4,3,4,2,,5,,EN,,,Social Studies teacher,
4/27/22 12:42,4/27/22 13:16,0,209.80.140.36,100,2001,1,2022-04-27T13:16:9,R_2YXFY5wZpTRqxhV,EN,4,2480305,5,26,109,36403,7,1,4,2,2,2,4,2,3,2,3,3,3,3,3,4,4,3,3,3,2,2,3,3,4,3,3,4,3,3,3,2,1,3,2,4,4,3,4,3,3,4,4,3,3,3,3,2,3,2,3,3,3,2,3,4,4,2,3,3,4,3,2,3,4,2,3,2,1,,4,,EN,,,Social Studies teacher,
4/25/22 10:43,4/25/22 10:56,0,209.80.140.36,100,761,1,2022-04-25T10:56:32,R_241mnxCJLwAINv7,EN,4,2480003,12,5,112,39342,4,2,3,3,2,2,2,3,2,2,2,3,2,,2,3,3,1,2,2,3,3,2,2,2,2,,2,3,3,2,2,1,2,1,2,2,2,2,3,2,3,2,4,3,3,3,3,2,3,2,2,2,2,2,3,2,2,1,3,5,1,2,4,1,2,1,2,2,,7,,EN,,,,
5/9/22 9:47,5/9/22 9:56,0,172.58.221.116,100,525,1,2022-05-09T9:56:43,R_yC17VERv0jna20V,EN,8,3100505,1,3,108,,9,,,,,,,,,,,,,3,4,2,5,2,2,4,,,,,3,3,4,4,,,,,,,,4,4,3,3,3,4,3,2,2,3,3,3,3,3,4,4,2,3,4,4,2,3,2,3,3,4,3,4,4,3,3,3,4,1,,"4,5",,EN,Math teacher,,,
3/2/22 10:14,3/2/22 10:21,0,192.64.64.114,100,447,1,2022-03-02T10:21:59,R_3aWwQu0QIHlbXgd,EN,5,2740087,6,27,111,111009178,6,,,,,,,,,4,4,3,4,,,,,,,,2,3,3,4,,,,,,,,,4,2,2,3,4,4,4,3,4,3,4,3,3,2,4,4,4,4,4,3,2,3,2,3,4,2,4,3,4,3,3,2,3,2,3,3,4,,5,,EN,Math teacher,,,
5/5/22 13:17,5/5/22 13:35,0,172.58.219.33,58,1090,0,2022-05-06T13:36:1,R_QgoojcnQUGlzfON,EN,4,2480505,4,2,108,,9,,,,,,,,,,,,,3,4,4,4,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,4,4,4,4,4,3,3,2,2,2,3,,,4,4,2,4,,,,,,,,,,EN,,,Social Studies teacher,
